drug_id,protein_id,protein_name,protein_title,drug_name
DB01708,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GBRB1_HUMAN,Prasterone
DB01956,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GBRB1_HUMAN,Taurine
DB05087,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GBRB1_HUMAN,Ganaxolone
DB09017,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GBRB1_HUMAN,Brotizolam
DB09118,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GBRB1_HUMAN,Stiripentol
DB09166,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GBRB1_HUMAN,Etizolam
DB11582,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GBRB1_HUMAN,Thiocolchicoside
DB11859,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GBRB1_HUMAN,Brexanolone
DB11901,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GBRB1_HUMAN,Apalutamide
DB12404,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GBRB1_HUMAN,Remimazolam
DB12537,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GBRB1_HUMAN,"1,2-Benzodiazepine"
DB13335,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GBRB1_HUMAN,Pinazepam
DB13437,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GBRB1_HUMAN,Medazepam
DB13643,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GBRB1_HUMAN,Loprazolam
DB13837,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GBRB1_HUMAN,Doxefazepam
DB13872,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GBRB1_HUMAN,Lormetazepam
DB14028,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GBRB1_HUMAN,Nordazepam
DB14672,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GBRB1_HUMAN,Oxazepam acetate
DB14715,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GBRB1_HUMAN,Cinazepam
DB14719,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GBRB1_HUMAN,Bentazepam
DB15489,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GBRB1_HUMAN,Mexazolam
DB15490,P18505,Gamma-aminobutyric acid receptor subunit beta-1,GBRB1_HUMAN,Zuranolone
DB00186,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Lorazepam
DB00189,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Ethchlorvynol
DB00228,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Enflurane
DB00231,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Temazepam
DB00237,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Butabarbital
DB00241,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Butalbital
DB00252,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Phenytoin
DB00292,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Etomidate
DB00306,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Talbutal
DB00312,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Pentobarbital
DB00349,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Clobazam
DB00371,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Meprobamate
DB00402,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Eszopiclone
DB00404,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Alprazolam
DB00463,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Metharbital
DB00475,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Chlordiazepoxide
DB00543,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Amoxapine
DB00546,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Adinazolam
DB00555,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Lamotrigine
DB00603,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Medroxyprogesterone acetate
DB00628,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Clorazepic acid
DB00683,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Midazolam
DB00690,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Flurazepam
DB00753,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Isoflurane
DB00794,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Primidone
DB00801,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Halazepam
DB00818,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Propofol
DB00829,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Diazepam
DB00842,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Oxazepam
DB00897,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Triazolam
DB01028,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Methoxyflurane
DB01043,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Memantine
DB01068,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Clonazepam
DB01107,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Methyprylon
DB01159,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Halothane
DB01189,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Desflurane
DB01205,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Flumazenil
DB01215,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Estazolam
DB01236,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Sevoflurane
DB01437,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Glutethimide
DB01489,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Camazepam
DB01511,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Delorazepam
DB01544,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Flunitrazepam
DB01545,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Ethyl loflazepate
DB01553,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Cloxazolam
DB01558,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Bromazepam
DB01559,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Clotiazepam
DB01587,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Ketazolam
DB01588,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Prazepam
DB01589,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Quazepam
DB01594,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Cinolazepam
DB01595,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Nitrazepam
DB01708,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Prasterone
DB01956,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Taurine
DB05087,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Ganaxolone
DB09017,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Brotizolam
DB09118,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Stiripentol
DB09166,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Etizolam
DB11582,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Thiocolchicoside
DB11859,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Brexanolone
DB11901,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Apalutamide
DB12404,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Remimazolam
DB12537,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,"1,2-Benzodiazepine"
DB13335,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Pinazepam
DB13437,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Medazepam
DB13643,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Loprazolam
DB13837,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Doxefazepam
DB13872,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Lormetazepam
DB14028,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Nordazepam
DB14672,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Oxazepam acetate
DB14715,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Cinazepam
DB14719,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Bentazepam
DB15489,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Mexazolam
DB15490,P47870,Gamma-aminobutyric acid receptor subunit beta-2,GBRB2_HUMAN,Zuranolone
DB00186,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Lorazepam
DB00189,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Ethchlorvynol
DB00228,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Enflurane
DB00231,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Temazepam
DB00237,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Butabarbital
DB00241,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Butalbital
DB00252,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Phenytoin
DB00292,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Etomidate
DB00306,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Talbutal
DB00312,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Pentobarbital
DB00349,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Clobazam
DB00371,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Meprobamate
DB00402,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Eszopiclone
DB00404,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Alprazolam
DB00463,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Metharbital
DB00475,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Chlordiazepoxide
DB00543,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Amoxapine
DB00546,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Adinazolam
DB00555,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Lamotrigine
DB00603,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Medroxyprogesterone acetate
DB00628,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Clorazepic acid
DB00683,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Midazolam
DB00690,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Flurazepam
DB00753,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Isoflurane
DB00794,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Primidone
DB00801,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Halazepam
DB00818,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Propofol
DB00829,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Diazepam
DB00842,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Oxazepam
DB00897,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Triazolam
DB01028,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Methoxyflurane
DB01043,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Memantine
DB01068,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Clonazepam
DB01107,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Methyprylon
DB01159,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Halothane
DB01189,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Desflurane
DB01205,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Flumazenil
DB01215,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Estazolam
DB01236,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Sevoflurane
DB01437,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Glutethimide
DB01489,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Camazepam
DB01511,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Delorazepam
DB01544,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Flunitrazepam
DB01545,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Ethyl loflazepate
DB01553,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Cloxazolam
DB01558,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Bromazepam
DB01559,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Clotiazepam
DB01587,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Ketazolam
DB01588,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Prazepam
DB01589,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Quazepam
DB01594,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Cinolazepam
DB01595,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Nitrazepam
DB01708,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Prasterone
DB01956,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Taurine
DB05087,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Ganaxolone
DB09017,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Brotizolam
DB09118,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Stiripentol
DB09166,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Etizolam
DB11582,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Thiocolchicoside
DB11859,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Brexanolone
DB11901,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Apalutamide
DB12404,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Remimazolam
DB12537,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,"1,2-Benzodiazepine"
DB13335,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Pinazepam
DB13437,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Medazepam
DB13643,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Loprazolam
DB13837,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Doxefazepam
DB13872,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Lormetazepam
DB14028,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Nordazepam
DB14672,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Oxazepam acetate
DB14715,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Cinazepam
DB14719,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Bentazepam
DB15489,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Mexazolam
DB15490,P28472,Gamma-aminobutyric acid receptor subunit beta-3,GBRB3_HUMAN,Zuranolone
DB00186,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Lorazepam
DB00189,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Ethchlorvynol
DB00228,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Enflurane
DB00231,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Temazepam
DB00237,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Butabarbital
DB00241,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Butalbital
DB00252,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Phenytoin
DB00292,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Etomidate
DB00306,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Talbutal
DB00312,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Pentobarbital
DB00349,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Clobazam
DB00371,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Meprobamate
DB00402,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Eszopiclone
DB00404,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Alprazolam
DB00463,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Metharbital
DB00475,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Chlordiazepoxide
DB00543,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Amoxapine
DB00546,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Adinazolam
DB00555,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Lamotrigine
DB00603,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Medroxyprogesterone acetate
DB00628,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Clorazepic acid
DB00683,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Midazolam
DB00690,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Flurazepam
DB00753,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Isoflurane
DB00794,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Primidone
DB00801,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Halazepam
DB00818,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Propofol
DB00829,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Diazepam
DB00842,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Oxazepam
DB00897,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Triazolam
DB01028,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Methoxyflurane
DB01043,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Memantine
DB01068,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Clonazepam
DB01107,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Methyprylon
DB01159,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Halothane
DB01189,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Desflurane
DB01205,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Flumazenil
DB01215,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Estazolam
DB01236,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Sevoflurane
DB01437,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Glutethimide
DB01489,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Camazepam
DB01511,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Delorazepam
DB01544,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Flunitrazepam
DB01545,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Ethyl loflazepate
DB01553,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Cloxazolam
DB01558,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Bromazepam
DB01559,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Clotiazepam
DB01587,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Ketazolam
DB01588,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Prazepam
DB01589,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Quazepam
DB01594,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Cinolazepam
DB01595,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Nitrazepam
DB01708,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Prasterone
DB01956,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Taurine
DB05087,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Ganaxolone
DB09017,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Brotizolam
DB09118,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Stiripentol
DB09166,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Etizolam
DB11582,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Thiocolchicoside
DB11859,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Brexanolone
DB11901,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Apalutamide
DB12404,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Remimazolam
DB12537,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,"1,2-Benzodiazepine"
DB13335,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Pinazepam
DB13437,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Medazepam
DB13643,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Loprazolam
DB13837,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Doxefazepam
DB13872,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Lormetazepam
DB14028,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Nordazepam
DB14672,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Oxazepam acetate
DB14715,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Cinazepam
DB14719,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Bentazepam
DB15489,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Mexazolam
DB15490,O14764,Gamma-aminobutyric acid receptor subunit delta,GBRD_HUMAN,Zuranolone
DB00186,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Lorazepam
DB00189,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Ethchlorvynol
DB00228,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Enflurane
DB00231,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Temazepam
DB00237,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Butabarbital
DB00241,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Butalbital
DB00252,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Phenytoin
DB00292,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Etomidate
DB00306,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Talbutal
DB00312,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Pentobarbital
DB00349,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Clobazam
DB00371,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Meprobamate
DB00402,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Eszopiclone
DB00404,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Alprazolam
DB00463,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Metharbital
DB00475,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Chlordiazepoxide
DB00543,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Amoxapine
DB00546,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Adinazolam
DB00555,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Lamotrigine
DB00603,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Medroxyprogesterone acetate
DB00628,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Clorazepic acid
DB00683,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Midazolam
DB00690,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Flurazepam
DB00753,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Isoflurane
DB00794,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Primidone
DB00801,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Halazepam
DB00818,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Propofol
DB00829,P78334,Gamma-aminobutyric acid receptor subunit epsilon,GBRE_HUMAN,Diazepam
